,kanji,hiragana/katakana,persian,english
3112,大幅に,おおはば,به طور قابل توجهی,
3113,大変,たいへん,دشوار / مشکل,
3114,大変恐縮,たいへんきょうしゅく,ببخشید که مزاحم شدم,
3115,大容量,だいようりょう,ظرفیت بزرگ,
3116,大量,たいりょう,مقدار زیاد,
3117,大量生産,たいりょうせいさん,تولید انبوه,mass production
3118,第三者,だいさんしゃ,شخص ثالث,
3119,宅配便,たくはいびん,تحویل در خانه,
3120,濯ぐ,そそぐ,آبکشی کردن,
3121,濁る,にごる,"ابری ، کدر",
3122,達する,たつする,رسیدن, to reach
3123,達者な,たっしゃな,استاد بودن در چیزی,
3124,達成した,たっせいした,به دست آورد,
3125,達成する,たっせいする,دستیابی,achieve
3126,達成するために,たっせいするために,بدست آوردن,
3127,達成感がある,たっせいかんがある,احساس موفقیت می کنم,
3128,奪い,うばい,کش رفتن,
3129,脱ぐ,ぬぐ,درآوردن,
3130,脱毛サロン,だつもうサロン,سالن حذف موهای زائد,
3131,棚,たな,طاقچه,shelf
3132,狸,たぬき,سگ راکون,
3133,単なる,たんなる,فقط,
3134,単に～,たんに～,قانون ,
3135,単位,たんい,اعتبار,
3136,単語,たんご,کلمه,
3137,単純,たんじゅん,ساده,
3138,単純作業,たんじゅんさぎょう,کار ساده,
3139,単調減少,たんちょうげんしょう,کاهش یکنواخت,
3140,単調増加,たんちょうぞうか,افزایش یکنواخت,
3141,単立行列,たんりつぎょうれつ,ماتریس مستقل,
3142,担当,たんとう,مسئول,
3143,担当する,たんとうする,"برعهده گرفتن ، قبول مسئولیت",to take charge of
3144,担任の先生,たんにんのせんせい,معلم سرخونه,
3145,探す,さがす,گشتن ,
3146,探る,さぐる,"کشف (احساس کسی)
دنبال چیزی گشتن",
3147,探検する,たんけんする,کاوش,explore
3148,探査する,たんさする,کاوش,
3149,炭,すみ,زغال چوب,
3150,炭水化物,たんすいかぶつ,کربوهیدرات ها,
3151,短期大学,たんきだいがく,آموزشکده,
3152,短気,たんき,بی حوصله,
3153,短所,たんしょ,نقاط ضعف,
3154,端午の節句,たんごのせっく,جشنواره پسران,
3155,端末,たんまつ,ترمینال,terminal
3156,誕生日,たんじょうび,تولد,
3157,鍛えてる?,きたえてる?,تمرین میکنی؟,
3158,鍛える,きたえる,"تمرین دادن ، تقویت کردن",to train
3159,団体,だんたい,"دسته ، گروه ",
3160,断る,ことわる,رد کردن / امتناع کردن,
3161,断れる,ことわれる,امتناع کردن,
3162,暖かい,あたたかい,گرم,
3163,暖まる,あたたまる,گرم شدن ,
3164,暖める,あたためる,گرم کردن,
3165,暖冬,だんとう,زمستان گرم,
3166,暖房,だんぼう,گرمایش,
3167,段階,だんかい,مرحله /لول,
3168,段落,だんらく,پاراگراف,
3169,男性,だんせい,مردان,
3170,値,あたい,ارزش,
3171,値下げ,ねさげ,شکسته شدن قیمت,
3172,値段,ねだん,قیمت,
3173,知らせ,しらせ,اطلاعیه,
3174,知る,しる,دانستن,know
3175,知恵,ちえ,خرد - دانش,
3176,知事,ちじ,فرماندار,
3177,知識,ちしき,دانش,
3178,知識を広げる,ちしきをひろげる,دانش خود را گسترش دهید,
3179,知人,ちじん,آشنای نزدیک,
3180,知的財産,ちてきざいさん,مالکیت معنوی,
3181,知名度,ちめいど,محبوبیت ,
3182,地域,ちいき,مناطق,
3183,地下,ちか,زیرزمینی,underground
3184,地下鉄,ちかてつ,قطار زیرزمینی,
3185,地球,ちきゅう,کره زمین,
3186,地上デジタル,ちじょうデジタル,گیرنده دیجیتال زمینی,
3187,地震,じしん,زلزله,
3188,地方都市,ちほうとし,شهرهای منطقه ای,regional cities
3189,地味な,じみな,ساده و معمولی,
3190,地面に,じめんに,روی زمین,
3191,地理学,ちりがく,جغرافیا,
3192,恥ずかしい,はずかしい,خجالت زده,
3193,置く,おく,گذاشتن,
3194,蜘蛛の巣,くものす,تار عنکبوت,
3195,遅い,おそい,آهسته,
3196,遅らせる,おくらせる,تاخیر انداختن,
3197,遅れ,おくれ,تاخیر,delay
3198,遅刻,ちこく,دیر کردن,
3199,遅刻します,ちこくします,دیر خواهد شد,
3200,築く,きずく,ساختن,construct
3201,築ける,きずける,ساختن (زندگی),
3202,茶碗,ちゃわん,کاسه,
3203,着く,つく,رسیدن چیزی,
3204,中央,ちゅうおう,مرکز,
3205,中華風炒め,ちゅうかふういため,سس سرخ کردن به سبک چینی,
3206,中華揚げパン,ちゅうかあげぱん,نان سرخ شده چینی,
3207,中核的,ちゅうかくてき,اصلی,
3208,中学生,ちゅうがくせい,دانش آموز راهنمایی,
3209,中継,ちゅうけい,"انتقال به ، رله",relay
3210,中古,ちゅうこ,دست دوم,
3211,中古家電販売,ちゅうこかでんはんばい,لوازم دسته دوم فروشی,
3212,中高年,ちゅうこうねん,"میانسالان ، سالمندان",middle-aged
3213,中旬,ちゅうじゅん,اواسط,
3214,中身,なかみ,مطالب,
3215,中濃ソース,ちゅうのうそーす,سس ورسسترشر,
3216,仲,なか,صمیمی,
3217,仲がいい,なかがいい,خوب بودن با بقیه,
3218,仲が悪い,なかがわるい,روابط خوبی نداشتن,
3219,仲間,なかま,همسن و سال / همکار,
3220,仲間外れ,なかまはずれ,طرد شدن,
3221,仲良く,なかよく,با هم خوب باشید,
3222,仲良くなる,なかよくなる,من دوست می شوم,
3223,忠実,ちゅうじつ,وفادار,
3224,忠誠,ちゅうせい,وفاداری,
3225,抽出する,"ちゅう
しゅつする",استخراج کردن,
3226,抽象的,ちゅうしょうてき,بصورت خلاصه,
3227,昼ご飯,ひるごはん,نهار,
3228,昼間通学,ひるまつうがく,مدرسه روزانه,
3229,昼食,ちゅうしょく,نهار,
3230,昼寝,ひるね,استراحت ظهر,
3231,柱,はしら,ستون ساختمان,
3232,柱時計,はしらどけい,ساعت دیواری,
3233,注意する,ちゅういする,مراقب باش,careful
3234,注意機構,ちゅういきこ,مکانیسم توجه,
3235,注視を払う,ちゅうしをはらう,توجه کنید,
3236,注文,ちゅうもん,سفارش,
3237,注目する,ちゅうもく,توجه کردن به چیزی,to focus on
3238,虫,むし,حشره,
3239,虫歯,むしば,پوسیدگی دندان,
3240,駐車禁止,ちゅうしゃきんし,پارک ممنوع,
3241,駐車場,ちゅうしゃじょう,پارکینگ,
3242,駐輪場,ちゅうりんじょう,پارکینگ دوچرخه,
3243,著作,ちょさく,آثار,
3244,著作権,ちょさくけん,کپی رایت,
3245,著作者,ちょさくしゃ,صاحب اثر,
3246,貯まります,たまります,ذخیره کردن,
3247,貯水槽,ちょすいそう,مخزن آب,
3248,貯蔵,ちょぞう,ذخیره سازی,
3249,丁度いい,ちょうどいい,اندازه,
3250,兆,ちょう,میلیارد,
3251,喋る,しゃべる,حرف زدن,
3252,挑戦,ちょうせん,چالش,challenge
3253,挑戦してみます,ちょうせんしてみます,امتحانش می کنم,
3254,挑戦する,ちょうせんする,به چالش کشیدن,
3255,朝ご飯,あさごはん,صبحانه,
3256,朝食,ちょうしょく,صبحانه,
3257,朝食付き,ちょうしょくつき,شامل صبحانه,
3258,朝日,あさひ,کله سحر,
3259,町,まち,شهر,town
3260,町の発展,まちのはってん,توسعه شهر,
3261,聴解,ちょうかい,درک شنیداری,listening comprehension
3262,調べる,しらべる,جست و جو کردن,
3263,調査,ちょうさ,تحقیق,
3264,調査する,ちょうさする,جستجو کردن,survey
3265,調子,ちょうし,وضعیت,
3266,調子に乗るな,ちょうしにのるな,احساساتی نشوید,
3267,調整,ちょうせい,تنظیم ,
3268,調整する,ちょうせいする,تنظیم کردن,
3269,調節,ちょうせつ,تنظیم کردن (طعم),
3270,調味料,ちょうみりょう,ادویه,
3271,調理補助,ちょうりほじょ,کمک آشپزی,
3272,超える,こえる,"تجاوز کردن
از سن ُسرعت ُ وزن ُ دما","to exceed , surpass"
3273,超かっこいい,ちょうかっこいい,خیلی باحال,
3274,超過する,ちょうかする,فراتر رفتن,
3275,超特価品,ちょうとっかひん,کالای فوق العاده مقرون به صرفه,
3276,長い間,ながいあいだ,مدت طولانی,
3277,長机,ちょうつくえ,میز بلند,
3278,長期,ちょうき,مدت طولانی,
3279,長期的,ちょうきてき,بلند مدت,
3280,長所,ちょうしょ,نقاط قوت,
3281,長生きする,ながいき,عمر طولانی,to live a long time
3282,長男,ちょうなん,پسر بزرگ,
3283,長方形,ちょうほうけい,مستطیل شکل,
3284,頂上まで,ちょうじょうまで,به بالا,
3285,鳥,とり,پرنده,
3286,直す,なおす,درست کردن,
3287,直観的,ちょっかんてき,"به صورت احساسی
به صورت غیر منطقی",
3288,直近過去,ちょっきんかこ,گذشته نزدیک,
3289,直径,ちょっけい,قطر دایره,
3290,直行便,ちょっこうびん,پرواز مستقیم,
3291,直接,ちょくせつ,به طور مستقیم,
3292,直前,ちょくぜん,درست قبل از,
3293,珍しい,めずらしい,کمیاب,
3294,賃貸,ちんたい,اجاره ای,
3295,賃貸借契約書,ちんたいしゃくけいやくしょ,قرارداد اجاره,
3296,賃貸物件,ちんたいぶっけん,ملک اجاره ای,
3297,賃貸料,ちんたいりょう,اجاره,
3298,賃料等の,ちんりょうとう,اجاره و غیره,
3299,津田沼,つだぬま,تساودانوما,
3300,津波,つなみ,سونامی,
3301,追いかける,おいかける,تعقیب کرن ,
3302,追い出す,おいだす,بیرون کردن از (خانه),
3303,追い抜く,おいぬく,سبقت گرفتن,
3304,追われる,おわれる,مشغول,
3305,追加,ついか,علاوه بر این,
3306,追加する,ついかする,برای اضافه کردن,
3307,追跡番号,ついせきばんごう,شماره پیگیری,
3308,痛い,いたい,درد ,
3309,痛む,いたむ,درد کردن,
3310,通う,かよう,رفت و آمد,
3311,通えます,かよえます,من میتونم شرکت کنم,
3312,通じ,つうじ,از طریق,
3313,通して,とおして,از طریق,
3314,通る,とおる,رد شدن /عبور,
3315,通貨,つうか,واحد پول,
3316,通学,つうがく,رفتن به مدرسه,
3317,通勤,つうきん,رفت و آمد به کار,
3318,通常,つうじょう,به طور معمول,
3319,通常通り,つうじょうどうり,مثل همیشه,
3320,通信,つうしん,ارتباطات,
3321,通信する,つうしんする,اتصال,
3322,通信経路,つうしんけいろ,مسیر ارتباطی,
3323,通知,つうち,اطلاعیه,
3324,通帳,つうちょう,دفترچه,
3325,通訳,つうやく,ترجمه کردن,
3326,通訳者,つうやくしゃ,مترجم,
3327,掴み,つかみ,دریافت )سیگنال(,
3328,潰す,つぶす,خرد کردن وسایل,grind
3329,爪,つめ,ناخن,
3330,亭主,ていしゅ,شوهر,
3331,低い,ひくい,کم ارتفاع,
3332,停める,とめる,متوقف کردن,
3333,停止,ていし,متوقف شدن (آسانسور(,
3334,停車,ていしゃ,توقف کردن,
3335,停滞する,ていたい,رکود,
3336,停電,ていでん,قطعی برق,
3337,停留所,ていりゅうじょ,محل توقف,
3338,定か,さだか,"قطعا ، حتما",
3339,定める,さだめる,شرط می کند,
3340,定員,ていいん,ظرفیت,
3341,定額,ていがく,مقدار ثابت,
3342,定期券,ていきけん,کارت مسافرتی,
3343,定期券の利用学生,ていきけんのりようがくせい,دانش آموزانی که از کارت های رفت و آمد استفاده می کنند,
3344,定期的,ていきてき,به طور منظم,
3345,定期的に行う,ていきてきにおこなう,آن را به طور منظم انجام دهید,
3346,定休日,ていきゅうび,تعطیلات منظم,
3347,定時,ていじ,حاضر,
3348,﻿定食,ていしょく,وعده غذایی تنظیم شده,
3349,定数,ていすう,مقدار ثابت,
3350,定着して,ていちゃくして,تاسیس شود,
3351,定番,ていばん,پایه,
3352,定理,ていり,قضیه,
3353,底,そこ,"زیر ، ته",
3354,底面,ていめん,سطح پایین,
3355,弟,おとうと,برادر کوچک,
3356,抵抗,ていこう,مقاومت,
3357,提案,ていあん,پیشنهاد,
3358,提供オペ,ていきょうおぺ,عملیات ارائه شده,
3359,提供する,ていきょう,"سرو کردن ، عرضه کردن",
3360,提出,ていしゅつ,ارسال کردن,
